"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","class"
30," Private",272669," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
41," Private",130126," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
29," Private",212102," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,36," United-States"," <=50K"
46," Private",44671," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,45," United-States"," >50K"
26," Self-emp-not-inc",253899," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,55," United-States"," <=50K"
38," Private",192337," Bachelors",13," Separated"," Exec-managerial"," Not-in-family"," White"," Male",0,0,35," United-States"," >50K"
27," Private",207611," Bachelors",13," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,38," United-States"," <=50K"
69," Self-emp-inc",107850," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2392,55," United-States"," >50K"
21," Self-emp-not-inc",409230," Assoc-voc",11," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
27," Private",109001," Some-college",10," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
41," Private",174189," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27," State-gov",68393," Bachelors",13," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,16," United-States"," <=50K"
19," Private",87497," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,52," United-States"," <=50K"
23," Private",147253," Assoc-acdm",12," Never-married"," Other-service"," Own-child"," White"," Female",0,0,80," United-States"," <=50K"
25," ?",156848," 11th",7," Never-married"," ?"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
21," ?",433330," HS-grad",9," Never-married"," ?"," Other-relative"," White"," Male",0,0,35," United-States"," <=50K"
29," Private",198825," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
68," Private",171933," 7th-8th",4," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",139647," 10th",6," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
45," Private",34248," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,30," United-States"," <=50K"
43," Federal-gov",114537," Bachelors",13," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
32," Federal-gov",191385," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
59," Private",105592," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,42," United-States"," <=50K"
35," Private",36214," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
31," Private",150309," HS-grad",9," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,24," ?"," <=50K"
37," Private",188377," 10th",6," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",328239," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,44," United-States"," <=50K"
41," Private",51506," 7th-8th",4," Divorced"," Craft-repair"," Not-in-family"," Black"," Male",0,1590,45," United-States"," <=50K"
37," Private",166497," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,60," China"," >50K"
61," Private",98776," 11th",7," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",286789," 10th",6," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
17," Private",184924," 10th",6," Never-married"," Sales"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
38," Self-emp-not-inc",243484," 7th-8th",4," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," Mexico"," <=50K"
41," Private",183203," HS-grad",9," Separated"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,36," United-States"," <=50K"
44," Self-emp-not-inc",218653," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
27," Local-gov",138917," HS-grad",9," Never-married"," Transport-moving"," Own-child"," Black"," Male",0,0,35," United-States"," <=50K"
20," Private",151790," Some-college",10," Never-married"," Priv-house-serv"," Own-child"," White"," Female",0,2258,40," United-States"," <=50K"
30," Private",48829," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
46," Self-emp-inc",120121," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,37," England"," >50K"
23," ?",283806," 10th",6," Never-married"," ?"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
47," Private",239865," HS-grad",9," Married-spouse-absent"," Sales"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,25," Puerto-Rico"," <=50K"
33," Private",34748," HS-grad",9," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
45," State-gov",183710," HS-grad",9," Separated"," Transport-moving"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
64," Private",63676," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
63," Private",158609," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",1173,0,35," United-States"," <=50K"
54," State-gov",249096," Doctorate",16," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Female",0,0,80," United-States"," <=50K"
59," Private",381851," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
22," Local-gov",134181," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
25," Private",122999," Bachelors",13," Never-married"," Prof-specialty"," Unmarried"," Other"," Male",0,0,40," United-States"," <=50K"
29," Private",391867," Assoc-acdm",12," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",4787,0,45," United-States"," <=50K"
63," ?",221592," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," State-gov",37997," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,43," United-States"," <=50K"
52," Private",338816," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
47," Local-gov",203067," HS-grad",9," Separated"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",55849," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",243743," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
36," Private",150057," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
19," Private",159796," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
46," Private",140782," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,1876,40," United-States"," <=50K"
58," Private",205896," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
41," State-gov",27305," Masters",14," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,10," United-States"," >50K"
17," Private",394176," 11th",7," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
34," Private",289984," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," Black"," Male",0,0,55," United-States"," <=50K"
68," Private",339168," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,28," United-States"," >50K"
28," Private",203776," 10th",6," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
50," Private",112873," HS-grad",9," Divorced"," Sales"," Other-relative"," Black"," Female",0,0,18," United-States"," <=50K"
27," Private",263614," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
38," Private",257416," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
22," Self-emp-not-inc",197387," HS-grad",9," Never-married"," Farming-fishing"," Unmarried"," Black"," Male",0,0,40," United-States"," <=50K"
47," Private",115613," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1485,30," United-States"," >50K"
34," ?",177304," Assoc-voc",11," Never-married"," ?"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
34," Private",198183," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
52," Private",74660," Bachelors",13," Married-spouse-absent"," Other-service"," Not-in-family"," Other"," Male",0,0,48," Taiwan"," <=50K"
58," Self-emp-not-inc",321171," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,38," United-States"," <=50K"
42," Self-emp-inc",348886," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,45," United-States"," >50K"
54," Self-emp-inc",223752," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
68," State-gov",132819," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
40," Federal-gov",544792," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
19," Private",188568," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,30," United-States"," <=50K"
26," Private",82246," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
69," ?",262352," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
44," Federal-gov",68729," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
37," Private",172722," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,60," United-States"," >50K"
47," Private",304133," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,38," United-States"," <=50K"
23," Private",201145," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",56026," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",124953," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
35," Private",126569," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",289390," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",4064,0,40," Mexico"," <=50K"
42," Private",42703," Assoc-acdm",12," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",224889," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",164190," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
67," Private",64148," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,35," Germany"," >50K"
56," Federal-gov",187873," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
24," Private",211345," Assoc-acdm",12," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",110396," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",4650,0,40," United-States"," <=50K"
64," Private",46087," HS-grad",9," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
33," State-gov",174171," Some-college",10," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",274724," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
40," Private",162098," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,43," United-States"," <=50K"
33," Local-gov",222654," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
33," Private",276221," HS-grad",9," Divorced"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
40," ?",161285," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
68," State-gov",239705," 7th-8th",4," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,12," United-States"," <=50K"
32," Private",180603," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
39," State-gov",142897," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49," Federal-gov",216453," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," >50K"
33," Self-emp-not-inc",24504," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Female",27828,0,40," Canada"," >50K"
28," State-gov",210498," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
23," Private",149704," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
55," State-gov",337599," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",260254," 7th-8th",4," Never-married"," Craft-repair"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
19," Private",101549," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",1639,0,40," United-States"," <=50K"
75," Self-emp-inc",81534," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",67433," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," State-gov",169583," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
56," State-gov",466498," Doctorate",16," Married-spouse-absent"," Prof-specialty"," Other-relative"," Black"," Female",0,0,45," United-States"," >50K"
26," Private",357933," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
26," Private",256263," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,32," Cuba"," <=50K"
47," Local-gov",173938," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
37," Private",22463," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",121956," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",158926," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",201954," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," United-States"," >50K"
59," Self-emp-not-inc",56392," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," Asian-Pac-Islander"," Male",0,0,65," China"," <=50K"
44," Self-emp-not-inc",172296," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
27," Private",302406," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," ?"," <=50K"
29," ?",65372," Some-college",10," Divorced"," ?"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
44," Self-emp-not-inc",104973," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Local-gov",226020," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Private",140782," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",3325,0,48," El-Salvador"," <=50K"
26," Private",55860," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
52," Self-emp-inc",81436," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," India"," <=50K"
18," Private",298860," 12th",8," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,10," England"," <=50K"
55," Local-gov",254949," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,45," United-States"," >50K"
69," ?",323016," Assoc-voc",11," Widowed"," ?"," Unmarried"," White"," Female",0,0,1," United-States"," <=50K"
23," Private",70261," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
53," Private",96062," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
53," Local-gov",549341," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," Black"," Female",14344,0,40," United-States"," >50K"
43," Private",180138," Assoc-voc",11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,15," United-States"," <=50K"
55," Private",176317," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
18," Local-gov",134935," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,60," United-States"," <=50K"
50," Private",257933," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
48," Private",95661," Bachelors",13," Married-spouse-absent"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," South"," <=50K"
30," Private",313038," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",499233," HS-grad",9," Never-married"," Craft-repair"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
33," ?",192644," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",206600," Assoc-acdm",12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,2258,40," Honduras"," >50K"
50," State-gov",356619," HS-grad",9," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,28," Canada"," <=50K"
23," Private",117606," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,8," United-States"," <=50K"
47," State-gov",188386," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,40," United-States"," >50K"
17," Self-emp-not-inc",183784," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
19," ?",112780," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
26," Private",109419," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
54," Private",288992," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",236543," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," >50K"
17," Private",177629," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
52," Private",147876," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,50," United-States"," >50K"
47," Private",220124," Some-college",10," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",0,0,43," Puerto-Rico"," <=50K"
47," State-gov",187087," Prof-school",15," Divorced"," Adm-clerical"," Not-in-family"," Black"," Male",20051,0,22," United-States"," >50K"
33," Private",111363," Bachelors",13," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
58," Private",169611," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
57," Local-gov",215175," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
49," Private",129513," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
39," Self-emp-inc",168355," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
33," Private",255004," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
29," Private",203697," 7th-8th",4," Married-civ-spouse"," Handlers-cleaners"," Own-child"," White"," Male",0,0,43," United-States"," <=50K"
46," Private",220269," HS-grad",9," Separated"," Handlers-cleaners"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
30," Private",97757," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",200355," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
54," Federal-gov",51048," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," United-States"," <=50K"
34," ?",353881," Doctorate",16," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," Private",173858," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
48," Private",172709," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
54," Federal-gov",175083," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
37," Private",108366," Bachelors",13," Separated"," Prof-specialty"," Unmarried"," White"," Female",7688,0,40," United-States"," >50K"
21," Private",216134," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",263561," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,41," United-States"," <=50K"
72," ?",177121," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,24," United-States"," <=50K"
35," Private",70447," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
60," Private",338345," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
39," Private",195253," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",3103,0,40," United-States"," >50K"
57," Private",172291," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,47," United-States"," <=50K"
20," Private",215495," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",123397," 10th",6," Never-married"," Farming-fishing"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
26," Private",287797," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,20," United-States"," <=50K"
34," Private",179877," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
29," Private",134566," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",220168," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
56," Private",175127," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",203924," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
38," Private",129573," 7th-8th",4," Separated"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",32958," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",15024,0,40," South"," >50K"
19," Private",244115," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
30," Private",33688," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
25," Private",178037," 5th-6th",3," Married-spouse-absent"," Other-service"," Unmarried"," White"," Female",0,0,40," Guatemala"," <=50K"
52," Private",168553," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
28," Private",272913," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",594,0,40," United-States"," <=50K"
55," Self-emp-inc",141807," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
24," State-gov",273905," HS-grad",9," Never-married"," Transport-moving"," Own-child"," Black"," Male",0,0,38," United-States"," <=50K"
67," ?",81761," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
38," Private",276559," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
47," Private",431245," 7th-8th",4," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
47," Self-emp-inc",483596," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,50," United-States"," >50K"
37," Private",167415," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
32," Private",344129," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",218667," 7th-8th",4," Never-married"," Priv-house-serv"," Not-in-family"," White"," Male",0,0,40," El-Salvador"," <=50K"
41," Private",277488," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,84," Mexico"," <=50K"
44," State-gov",56651," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
42," Private",247695," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
26," Self-emp-not-inc",86646," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,45," United-States"," <=50K"
57," Private",133126," Bachelors",13," Divorced"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",67728," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
22," Local-gov",195532," HS-grad",9," Never-married"," Protective-serv"," Other-relative"," White"," Male",0,0,45," United-States"," <=50K"
32," Private",349365," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
37," Federal-gov",141029," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
38," Private",272950," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," El-Salvador"," >50K"
34," State-gov",50178," Masters",14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,55," ?"," <=50K"
32," Private",311524," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
32," Private",216145," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",264390," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,2001,60," United-States"," <=50K"
