Age,Workclass,Fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,Income
27, Private,238950, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-66,0,40, United-States, <=50K
46, ?,187079, HS-grad,9, Married-civ-spouse, Farming-fishing, Other-relative, White, Female,-35,1,40, United-States, <=50K
21, Self-emp-not-inc,338489, 11th,3, Never-married, Sales, Other-relative, White, Male,-29,2090,40, United-States, <=50K
30, Private,442166, 11th,9, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,-30,-1,40, United-States, <=50K
19, ?,360832, Some-college,10, Never-married, ?, Not-in-family, White, Male,-18,-1,50, United-States, <=50K
37, Private,37538, Assoc-voc,3, Married-civ-spouse, Adm-clerical, Husband, White, Female,2,0,40, Japan, <=50K
41, Private,374698, HS-grad,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-15,-1,44, United-States, <=50K
45, Local-gov,41744, Bachelors,10, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,9,-1,61, United-States, >50K
58, State-gov,306049, 9th,13, Married-civ-spouse, Protective-serv, Wife, White, Male,-20,-1,40, United-States, >50K
25, Private,302995, 11th,10, Never-married, Prof-specialty, Not-in-family, White, Male,28,0,50, Cuba, <=50K
40, Local-gov,103751, Bachelors,13, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,-16,0,44, United-States, <=50K
24, Private,236050, Some-college,10, Divorced, ?, Own-child, White, Female,-21,-1,22, United-States, <=50K
46, Private,189908, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7,-1,95, United-States, <=50K
46, State-gov,156863, Preschool,10, Divorced, Exec-managerial, Not-in-family, White, Male,-23,1,36, United-States, >50K
21, Private,183923, Some-college,10, Never-married, Machine-op-inspct, Husband, White, Male,-10,1,40, United-States, <=50K
60, Private,299246, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,-17,-1,35, United-States, <=50K
52, Self-emp-inc,88414, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,-49,-1,50, United-States, >50K
47, Private,115668, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,3,2,58, United-States, >50K
53, Self-emp-not-inc,117871, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,-20,0,29, United-States, <=50K
39, Private,178901, Assoc-voc,6, Never-married, ?, Own-child, White, Male,-69,0,59, United-States, <=50K
55, Private,342127, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,27,0,35, Columbia, <=50K
58, Self-emp-not-inc,365112, Some-college,13, Never-married, Farming-fishing, Own-child, White, Male,-45,-1,40, United-States, <=50K
46, Self-emp-inc,65822, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,-12,1,40, France, >50K
37, Self-emp-not-inc,211702, Bachelors,10, Never-married, Protective-serv, Other-relative, White, Female,-21,-1,50, Mexico, <=50K
55, Private,120575, HS-grad,11, Divorced, Priv-house-serv, Husband, White, Female,-24,1,49, United-States, >50K
42, Private,164640, 9th,13, Divorced, Handlers-cleaners, Unmarried, White, Female,-9,0,36, United-States, <=50K
48, Self-emp-inc,36313, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,11,0,40, United-States, >50K
23, Private,272741, HS-grad,6, Separated, ?, Unmarried, White, Female,1,0,40, United-States, <=50K
29, Private,242837, Prof-school,3, Widowed, Exec-managerial, Own-child, White, Male,30,0,40, Jamaica, <=50K
43, Self-emp-inc,172134, Masters,16, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,23,-1,50, United-States, >50K
36, Self-emp-not-inc,124688, Bachelors,13, Divorced, Exec-managerial, Wife, White, Female,1,1,50, United-States, <=50K
29, Private,322518, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,-7,-1,40, United-States, <=50K
43, Private,183808, 5th-6th,13, Never-married, Prof-specialty, Own-child, White, Female,6,0,35, United-States, <=50K
18, ?,41020, Some-college,6, Never-married, ?, Own-child, White, Male,-34,1,22, United-States, <=50K
41, Local-gov,286683, 11th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,-11,1,45, United-States, <=50K
41, Private,37932, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,53,0,50, Poland, <=50K
48, Private,102197, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,37,0,45, El-Salvador, <=50K
48, Private,413384, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,-31,-1,45, United-States, >50K
32, ?,39870, Some-college,10, Never-married, ?, Not-in-family, White, Male,-23,0,44, United-States, <=50K
39, Private,94095, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-24,-1,50, United-States, >50K
20, Private,180981, 10th,5, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,-35,-1,30, Ecuador, <=50K
47, Private,143733, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-39,-1,11, Italy, <=50K
42, Self-emp-not-inc,299657, Bachelors,13, Separated, Machine-op-inspct, Unmarried, White, Female,16,-1,46, Mexico, <=50K
17, Private,92063, 7th-8th,11, Never-married, ?, Not-in-family, White, Female,23,2,30, United-States, <=50K
50, Private,203870, HS-grad,9, Separated, Craft-repair, Other-relative, White, Female,56,1907,36, United-States, <=50K
18, ?,220781, Some-college,7, Never-married, Prof-specialty, Own-child, White, Male,7,1,40, United-States, <=50K
25, Private,193015, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,-18,1,40, United-States, <=50K
24, Private,112704, Some-college,7, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,-32,1,57, United-States, <=50K
24, Federal-gov,288772, Some-college,13, Never-married, Prof-specialty, Not-in-family, White, Female,5,-2,23, United-States, <=50K
24, Private,46703, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,-31,2,40, United-States, <=50K
19, ?,234917, Bachelors,10, Never-married, ?, Not-in-family, White, Male,-12,0,57, United-States, <=50K
23, Private,96785, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female,1,0,40, Canada, <=50K
54, Self-emp-not-inc,16993, Masters,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,-36,2,40, Taiwan, >50K
50, Local-gov,167753, Masters,13, Divorced, Machine-op-inspct, Not-in-family, White, Male,-3,-1,40, Puerto-Rico, <=50K
50, Local-gov,133143, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Male,-26,0,45, ?, <=50K
44, Local-gov,352457, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,22,0,40, ?, <=50K
17, Private,425378, HS-grad,13, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,11,1,36, United-States, <=50K
26, Private,254270, 10th,7, Separated, ?, Not-in-family, White, Male,-17,0,30, United-States, <=50K
47, Private,83611, Assoc-voc,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,-12,1,44, United-States, >50K
45, Local-gov,82986, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,-8,3,16, ?, <=50K
63, Private,99389, Assoc-voc,14, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,-31,1,30, United-States, >50K
31, Private,244067, HS-grad,6, Married-civ-spouse, Exec-managerial, Husband, Black, Male,9,-1,62, Taiwan, <=50K
31, Private,198124, Some-college,10, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,-15,1,46, England, <=50K
47, Self-emp-not-inc,122511, Some-college,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,6,1,97, United-States, <=50K
65, Self-emp-not-inc,101860, Doctorate,9, Married-civ-spouse, Prof-specialty, Husband, White, Female,7252,0,60, United-States, >50K
26, Private,274522, Assoc-voc,9, Married-civ-spouse, Tech-support, Husband, White, Male,-19,1,40, Scotland, <=50K
23, Private,47584, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,-6,0,24, United-States, <=50K
51, Self-emp-not-inc,101923, Bachelors,14, Married-civ-spouse, Protective-serv, Husband, White, Female,17,1796,44, United-States, >50K
42, Local-gov,117097, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,-32,-1,58, Dominican-Republic, >50K
38, ?,320908, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,-42,1,50, United-States, <=50K
51, Private,169530, HS-grad,6, Married-civ-spouse, Tech-support, Husband, White, Male,-39,1812,50, United-States, <=50K
51, Self-emp-inc,231083, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-19,2,61, United-States, >50K
40, Self-emp-not-inc,234431, 1st-4th,10, Never-married, Priv-house-serv, Not-in-family, White, Female,4,1,30, United-States, <=50K
30, Self-emp-not-inc,355784, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,5,0,35, United-States, <=50K
20, Private,405825, Some-college,5, Separated, Adm-clerical, Own-child, White, Male,-12,0,40, Puerto-Rico, <=50K
46, Federal-gov,181493, Some-college,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,-49,1825,49, United-States, >50K
19, Private,68645, Some-college,4, Never-married, Other-service, Own-child, White, Male,4,0,44, United-States, <=50K
30, Private,148515, 11th,13, Married-civ-spouse, Other-service, Own-child, White, Female,-9,-1,23, United-States, <=50K
61, ?,111474, 10th,7, Never-married, Other-service, Own-child, White, Male,-8,-1,13, United-States, <=50K
19, Private,42336, Assoc-voc,10, Never-married, ?, Own-child, White, Female,4,1,40, United-States, <=50K
50, Private,104284, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,13,-2,40, United-States, >50K
38, Private,194718, 7th-8th,10, Married-civ-spouse, Sales, Husband, White, Male,23,0,50, Trinadad&Tobago, <=50K
28, Private,231062, 12th,9, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,-8,0,71, United-States, <=50K
46, Self-emp-not-inc,231479, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,15,0,50, United-States, <=50K
18, Private,49511, Masters,13, Never-married, Exec-managerial, Not-in-family, White, Male,-33,1,23, United-States, <=50K
49, Local-gov,76318, Bachelors,13, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,-29,-2,40, United-States, >50K
50, Private,89036, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,13,0,50, United-States, >50K
32, Private,310420, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,-39,-2,45, United-States, >50K
25, Private,213394, Some-college,10, Never-married, Other-service, Other-relative, White, Male,22,1,40, United-States, <=50K
38, Self-emp-not-inc,246271, 9th,10, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-45,0,45, United-States, <=50K
42, Self-emp-not-inc,42002, Some-college,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-8,0,40, United-States, >50K
46, Federal-gov,338046, Assoc-acdm,13, Divorced, Prof-specialty, Unmarried, White, Female,-8,0,40, United-States, <=50K
27, Private,43288, 10th,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,25,2,40, United-States, <=50K
23, Private,343422, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,-15,1,40, United-States, <=50K
49, ?,45645, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,-22,-1,37, United-States, <=50K
62, Self-emp-not-inc,348777, Bachelors,10, Married-civ-spouse, Transport-moving, Unmarried, White, Male,-14,-1,50, United-States, <=50K
24, Private,113675, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,-34,-2,40, United-States, <=50K
21, ?,176853, 10th,13, Never-married, Machine-op-inspct, Own-child, White, Male,-43,0,36, United-States, <=50K
52, State-gov,221538, 12th,6, Never-married, Other-service, Own-child, White, Male,-35,0,40, United-States, <=50K
23, Federal-gov,237676, Assoc-voc,9, Married-civ-spouse, Other-service, Other-relative, White, Male,-16,1,40, United-States, <=50K
47, Private,229144, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-42,-1,44, United-States, <=50K
36, Private,189737, Bachelors,13, Divorced, Adm-clerical, Wife, White, Female,-18,-2,40, United-States, >50K
22, Private,91790, 10th,7, Divorced, ?, Not-in-family, White, Female,-46,1,44, United-States, <=50K
37, Local-gov,135661, Doctorate,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,20,-1,44, United-States, >50K
25, Self-emp-not-inc,269426, 5th-6th,9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,10,-1,40, United-States, <=50K
25, ?,122289, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,-39,0,10, United-States, <=50K
38, Private,283842, 7th-8th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,-60,-2,31, Scotland, <=50K
22, Private,250119, 5th-6th,6, Never-married, Prof-specialty, Not-in-family, White, Male,20,0,50, United-States, <=50K
28, Self-emp-not-inc,292640, HS-grad,9, Separated, Handlers-cleaners, Husband, Black, Male,9,-2,40, United-States, <=50K
56, Private,244178, HS-grad,7, Married-civ-spouse, Exec-managerial, Husband, White, Female,-5,1,34, United-States, <=50K
46, State-gov,161449, Bachelors,10, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,-3,1,40, United-States, >50K
50, Private,95538, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,-23,0,25, United-States, <=50K
26, State-gov,44630, Bachelors,11, Married-civ-spouse, Prof-specialty, Husband, White, Female,45,0,40, United-States, >50K
47, Private,116615, Bachelors,10, Separated, Adm-clerical, Unmarried, Black, Female,-24,0,14, United-States, <=50K
42, Private,230982, Bachelors,13, Married-civ-spouse, Tech-support, Unmarried, White, Male,-17,0,36, United-States, <=50K
66, Private,258231, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Male,23,0,40, United-States, <=50K
50, State-gov,259960, Bachelors,13, Married-civ-spouse, Sales, Not-in-family, White, Female,-26,0,50, United-States, <=50K
39, Self-emp-not-inc,25988, 12th,14, Married-civ-spouse, Craft-repair, Husband, White, Male,-81,2,61, United-States, <=50K
37, Local-gov,236819, Bachelors,7, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,21,1,45, United-States, <=50K
77, Private,330499, HS-grad,9, Divorced, Protective-serv, Husband, Black, Female,18,-1,40, United-States, <=50K
21, Private,85873, 10th,10, Divorced, ?, Unmarried, White, Female,14928,1,40, United-States, <=50K
20, Private,216659, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,13,-2,50, United-States, <=50K
22, Private,166096, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Male,26,2,40, United-States, <=50K
44, Private,272802, Bachelors,5, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,-8,1,50, United-States, >50K
34, Private,267613, 5th-6th,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-20,0,40, El-Salvador, <=50K
18, Private,250142, 10th,10, Never-married, Other-service, Husband, Black, Male,-6,1,40, Mexico, <=50K
20, Local-gov,451126, Some-college,10, Married-civ-spouse, Craft-repair, Unmarried, White, Male,43,-2,62, United-States, <=50K
39, Private,94491, Doctorate,14, Married-civ-spouse, Protective-serv, Husband, White, Male,-29,1827,40, United-States, >50K
27, Private,177902, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,-14,1,45, United-States, <=50K
54, Private,262775, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Other, Male,-46,-2,45, Mexico, <=50K
52, ?,182328, 11th,3, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,1,-1,40, United-States, <=50K
44, Private,182825, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Other, Female,-19,0,23, United-States, >50K
49, Private,229487, Prof-school,14, Married-civ-spouse, Craft-repair, Husband, White, Male,-54,-1,49, United-States, <=50K
24, Private,176418, 11th,7, Never-married, ?, Own-child, White, Male,-33,0,40, United-States, <=50K
18, State-gov,373154, Some-college,10, Never-married, Craft-repair, Other-relative, Black, Male,-34,-1,31, Mexico, <=50K
38, Federal-gov,85440, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,14,1,45, Japan, <=50K
46, Self-emp-inc,146364, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, White, Female,32,0,45, United-States, >50K
26, Private,142590, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,-15,0,21, United-States, <=50K
44, Self-emp-not-inc,154566, Masters,13, Married-spouse-absent, Sales, Husband, White, Female,-15,0,40, United-States, <=50K
44, Local-gov,130757, Bachelors,11, Separated, Machine-op-inspct, Not-in-family, White, Male,18,1,13, United-States, <=50K
47, Local-gov,331515, Bachelors,13, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,-29,-1,46, United-States, <=50K
33, Self-emp-not-inc,93811, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,11,1,40, Greece, <=50K
42, Self-emp-inc,120340, Assoc-voc,6, Married-civ-spouse, Transport-moving, Husband, White, Male,-5,1,50, United-States, >50K
23, Local-gov,280273, 5th-6th,13, Never-married, Prof-specialty, Not-in-family, White, Male,-6,0,15, United-States, <=50K
32, Private,406045, Some-college,7, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,19,0,40, United-States, <=50K
51, Federal-gov,206116, Masters,13, Never-married, Prof-specialty, Not-in-family, White, Female,-18,0,50, United-States, <=50K
48, Federal-gov,343254, Bachelors,10, Never-married, Sales, Husband, White, Male,7,-1,51, United-States, <=50K
58, Private,341794, Assoc-acdm,13, Married-civ-spouse, Sales, Wife, White, Female,-12,-1,60, United-States, >50K
50, Private,202006, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,-55,-1,45, United-States, <=50K
47, Self-emp-not-inc,179007, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,-42,0,40, United-States, <=50K
43, Local-gov,103863, Masters,16, Married-civ-spouse, Prof-specialty, Husband, White, Female,-43,-1,63, United-States, >50K
24, Private,276805, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Female,-7,1,40, United-States, <=50K
54, Private,95562, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,4,-2,31, United-States, <=50K
20, Self-emp-not-inc,340922, 5th-6th,10, Never-married, Handlers-cleaners, Own-child, White, Male,12,0,30, United-States, <=50K
41, Never-worked,269404, Some-college,7, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,-17,1,36, United-States, >50K
50, Self-emp-inc,277494, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,35,-1,44, Taiwan, <=50K
22, Private,254030, Some-college,9, Never-married, Other-service, Other-relative, White, Male,18,-1,37, United-States, <=50K
24, Private,153863, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,-4,0,40, India, <=50K
47, Local-gov,566009, HS-grad,4, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,-3,-2,30, United-States, <=50K
40, Self-emp-inc,101162, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Female,25,-1,61, United-States, >50K
58, Self-emp-not-inc,116661, 9th,13, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,22,1,91, United-States, <=50K
37, Self-emp-not-inc,345149, Doctorate,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,22,0,49, United-States, <=50K
26, Private,188523, 9th,10, Never-married, Adm-clerical, Other-relative, White, Male,8,0,37, Mexico, <=50K
39, Private,411895, Assoc-acdm,7, Never-married, Sales, Other-relative, White, Female,-33,0,45, United-States, <=50K
52, Private,626517, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,-51,-2,40, United-States, <=50K
58, State-gov,49162, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Female,2,1,40, United-States, >50K
42, Federal-gov,187367, 10th,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,-11,1,45, United-States, <=50K
19, ?,248676, Some-college,13, Never-married, ?, Unmarried, Black, Female,-37,-1,24, United-States, <=50K
54, Private,392963, 11th,11, Never-married, Prof-specialty, Not-in-family, White, Male,-16,0,57, United-States, <=50K
27, Self-emp-not-inc,269872, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,-14,-1,50, United-States, <=50K
28, State-gov,107841, Bachelors,10, Widowed, Farming-fishing, Other-relative, White, Male,9,0,58, United-States, <=50K
39, Private,42626, HS-grad,10, Divorced, Other-service, Not-in-family, White, Male,3023,0,45, United-States, >50K
30, ?,179122, Bachelors,7, Never-married, Sales, Own-child, Black, Male,15,1,36, United-States, <=50K
26, Private,203332, Bachelors,10, Never-married, Exec-managerial, Not-in-family, White, Male,13,-2,36, United-States, <=50K
22, Private,170435, 12th,13, Never-married, Priv-house-serv, Not-in-family, Other, Male,-11,1,50, United-States, <=50K
50, Federal-gov,134329, HS-grad,13, Divorced, Exec-managerial, Wife, White, Female,-32,-1,40, United-States, >50K
29, Never-worked,189816, Some-college,13, Never-married, Sales, Not-in-family, White, Male,-33,-1,65, United-States, <=50K
37, Self-emp-not-inc,201397, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-29,0,46, Poland, >50K
74, Self-emp-not-inc,96586, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-19,0,40, United-States, <=50K
33, Self-emp-not-inc,126734, 5th-6th,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-23,0,40, United-States, <=50K
47, ?,149726, Some-college,13, Never-married, ?, Own-child, White, Male,-6,-1,37, United-States, <=50K
48, Private,270021, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-38,0,40, United-States, <=50K
25, Private,234631, HS-grad,9, Separated, Tech-support, Own-child, White, Male,-6,-1,40, United-States, <=50K
42, Private,355864, Doctorate,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4,-2,67, United-States, >50K
61, Private,261025, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,11,0,40, China, <=50K
62, Federal-gov,248490, HS-grad,13, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,-28,-1,40, United-States, >50K
44, Local-gov,325738, Bachelors,13, Separated, Prof-specialty, Husband, Other, Female,-15,1,40, United-States, <=50K
21, Private,236502, 5th-6th,4, Never-married, Prof-specialty, Not-in-family, White, Male,1,0,40, Cambodia, <=50K
46, Local-gov,88073, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,-15,-1,46, United-States, <=50K
24, ?,281094, Some-college,10, Never-married, ?, Own-child, White, Male,-57,1,22, United-States, <=50K
25, Private,100294, 10th,14, Widowed, Other-service, Own-child, White, Male,6,-1,40, United-States, <=50K
32, Self-emp-not-inc,211825, Masters,2, Married-civ-spouse, Protective-serv, Husband, White, Male,20,1,44, United-States, <=50K
45, Private,119361, Doctorate,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,32,-1,45, United-States, >50K
34, ?,185306, Assoc-acdm,5, Never-married, Tech-support, Not-in-family, Black, Male,-2,1,11, Germany, <=50K
25, Private,205029, 12th,9, Divorced, Other-service, Unmarried, White, Female,-28,1929,46, United-States, <=50K
24, Private,254217, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,-41,0,40, United-States, <=50K
66, Private,125269, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,9,2,45, United-States, <=50K
40, State-gov,326821, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,14687,-1,77, United-States, >50K
47, Private,199429, Bachelors,7, Never-married, Tech-support, Not-in-family, White, Male,3,0,45, United-States, <=50K
50, State-gov,169782, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Male,-4,0,50, United-States, <=50K
57, Private,262312, 9th,9, Divorced, Other-service, Not-in-family, White, Female,3,2,50, United-States, <=50K
29, Private,153476, Some-college,5, Never-married, Exec-managerial, Not-in-family, White, Male,-11,0,15, United-States, <=50K
44, Private,94624, Bachelors,13, Never-married, Other-service, Unmarried, White, Female,-44,-3,57, Mexico, <=50K
54, Private,250946, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, White, Female,3,1,45, United-States, <=50K
19, ?,311569, Some-college,6, Never-married, ?, Own-child, Other, Male,-4,1,40, United-States, <=50K
48, Local-gov,89117, Bachelors,14, Divorced, Prof-specialty, Wife, White, Female,3,-1,45, United-States, >50K
44, ?,262539, Assoc-acdm,14, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,21,-1,40, United-States, >50K
46, ?,134189, 11th,10, Never-married, Adm-clerical, Not-in-family, White, Male,-1,-1,31, United-States, <=50K
42, Private,111280, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-39,0,40, United-States, <=50K
70, Private,185269, Assoc-voc,6, Separated, Tech-support, Other-relative, White, Male,48,1,40, China, <=50K
39, Private,233968, HS-grad,7, Married-spouse-absent, Protective-serv, Other-relative, White, Male,-12,0,40, China, <=50K
43, Private,197763, Bachelors,13, Separated, Adm-clerical, Unmarried, Other, Female,15,-2,11, United-States, <=50K
38, Private,229348, 12th,7, Never-married, Sales, Own-child, White, Male,-56,-1,40, United-States, <=50K
48, Local-gov,138901, HS-grad,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,-9,0,45, United-States, >50K
43, Private,256916, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,-44,0,36, United-States, >50K
43, State-gov,90431, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,-4,1777,40, United-States, >50K
39, Private,128490, Masters,9, Married-civ-spouse, Sales, Husband, White, Male,-21,0,60, United-States, <=50K
33, Private,248936, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,33,0,37, United-States, >50K
35, Local-gov,236825, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,8,0,40, United-States, <=50K
52, Private,256544, 5th-6th,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2770,0,22, United-States, <=50K
27, Self-emp-not-inc,83431, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Female,-30,-1,50, United-States, >50K
20, Self-emp-not-inc,106130, Some-college,7, Never-married, ?, Own-child, White, Male,-18,3,45, United-States, <=50K
46, ?,278460, 12th,13, Separated, Machine-op-inspct, Unmarried, White, Male,2,-1,66, United-States, <=50K
25, Private,474240, 11th,10, Married-spouse-absent, ?, Not-in-family, White, Female,-29,0,37, United-States, <=50K
34, Self-emp-not-inc,125609, Prof-school,9, Never-married, Sales, Own-child, White, Male,-22,-1,40, United-States, <=50K
44, Private,275214, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Female,19,2,40, United-States, >50K
40, Self-emp-not-inc,225446, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-16,-1,40, United-States, <=50K
22, Private,367770, 9th,10, Never-married, Adm-clerical, Own-child, White, Male,27,0,40, United-States, <=50K
26, State-gov,355446, Some-college,6, Separated, Other-service, Own-child, White, Male,-7,0,45, United-States, <=50K
22, Federal-gov,85393, Assoc-voc,10, Married-civ-spouse, Protective-serv, Husband, White, Male,-22,1,44, United-States, <=50K
41, Self-emp-not-inc,226618, Masters,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,5,2,70, United-States, >50K
41, Private,396874, Assoc-voc,4, Married-civ-spouse, Sales, Wife, White, Female,40,0,40, Portugal, >50K
65, Private,295264, HS-grad,13, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,-17,0,30, United-States, <=50K
24, Self-emp-inc,95148, Prof-school,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-15,0,57, ?, >50K
